Device,Humidity,Temperature,Experiment,time,Pi
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,33,1,2018-03-26 17:33:02.914285000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,33,1,2018-03-26 17:33:07.955452000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:13.037855000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:17.776008000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:22.515933000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:27.279252000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:32.330964000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:45.479300000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:50.471784000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:33:57.853218000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:34:03.338869000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:34:08.070194000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:34:17.965841000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:34:23.066614999,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:34:28.391028000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:34:33.156622000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,34,1,2018-03-26 17:34:37.891156000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,35,1,2018-03-26 17:34:42.684030000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,35,1,2018-03-26 17:34:52.468597000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,35,1,2018-03-26 17:34:57.216760000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,35,1,2018-03-26 17:35:30.799481000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,35,1,2018-03-26 17:36:04.381383000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,35,1,2018-03-26 17:36:37.965306000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,36,1,2018-03-26 17:37:11.547306000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,36,1,2018-03-26 17:37:45.122075000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,37,1,2018-03-26 17:38:21.224852000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,37,1,2018-03-26 17:38:54.797948000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,37,1,2018-03-26 17:39:28.384225000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,37,1,2018-03-26 17:40:01.957679000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',20,35,1,2018-03-26 17:40:35.532856000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',26,30,1,2018-03-26 17:41:09.117119000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',30,29,1,2018-03-26 17:41:42.697904000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',32,26,1,2018-03-26 17:42:16.271829000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,25,1,2018-03-26 17:42:49.847914000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',39,24,1,2018-03-26 17:43:23.423333000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,23,1,2018-03-26 17:43:57.004518000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:44:16.094067000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:44:23.376260000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,23,1,2018-03-26 17:44:30.624552000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:44:37.884473000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,23,1,2018-03-26 17:44:42.783622000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,23,1,2018-03-26 17:44:47.479341000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,23,1,2018-03-26 17:44:54.709431000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',42,23,1,2018-03-26 17:45:04.462238000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',42,23,1,2018-03-26 17:45:09.177186000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',43,23,1,2018-03-26 17:45:13.876487000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',43,23,1,2018-03-26 17:45:18.616692000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',43,23,1,2018-03-26 17:45:23.319531000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',43,23,1,2018-03-26 17:45:28.040799000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',44,23,1,2018-03-26 17:45:32.757055000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',44,24,1,2018-03-26 17:45:42.532404000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',44,24,1,2018-03-26 17:45:47.756898000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',43,24,1,2018-03-26 17:45:52.457459000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:46:02.343649000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:46:07.066654000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:46:16.863098000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:46:26.637019000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:46:33.911013000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',41,24,1,2018-03-26 17:46:38.662245000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:46:45.925478000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:46:51.951770000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:46:56.716954000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:47:01.426279000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:47:06.304566000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:47:11.330747000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:47:16.076061000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',40,24,1,2018-03-26 17:47:23.304272000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',39,25,1,2018-03-26 17:47:28.132438000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',39,25,1,2018-03-26 17:47:33.133677999,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',39,25,1,2018-03-26 17:47:37.984787000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',39,25,1,2018-03-26 17:47:42.700187000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',39,25,1,2018-03-26 17:47:48.308167000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,25,1,2018-03-26 17:47:58.096769000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,25,1,2018-03-26 17:48:05.674887000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,25,1,2018-03-26 17:48:12.944371000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,25,1,2018-03-26 17:48:17.668988000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,25,1,2018-03-26 17:48:27.454201000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',39,26,1,2018-03-26 17:48:34.731809000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,26,1,2018-03-26 17:48:39.446929000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,26,1,2018-03-26 17:48:44.201528000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',38,26,1,2018-03-26 17:48:48.935861000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,26,1,2018-03-26 17:48:58.699189000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,26,1,2018-03-26 17:49:05.933350000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,26,1,2018-03-26 17:49:10.686903000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,26,1,2018-03-26 17:49:15.432078000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,26,1,2018-03-26 17:49:20.179377000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,26,1,2018-03-26 17:49:25.093721000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 17:49:32.456006000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 17:49:37.198877000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 17:49:41.913732000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 17:49:46.626431000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:49:56.698785000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:50:01.415601000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 17:50:06.138933000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:50:10.877501000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:50:18.143947000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:50:22.852185000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:50:30.086867000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:50:35.974561000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:50:43.761197000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:50:51.553221000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:50:56.572070000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:51:01.605271000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:51:06.604430000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:51:13.871115000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:51:29.044046000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:51:36.354302000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:51:53.750116000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:52:01.533640000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:52:06.336471000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:52:11.085767000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:52:18.346932000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:52:25.678646000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:52:30.625252000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:52:35.368808000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:52:40.084158000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:52:44.832517000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:52:52.104099000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:52:56.886318000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:53:04.354291000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:53:09.414148000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:53:21.785671000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:53:29.014316000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:53:36.404236000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',32,27,1,2018-03-26 17:53:43.665221000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',32,27,1,2018-03-26 17:53:48.385203000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:53:54.059417000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:53:59.100032000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:54:04.434299000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:54:19.695480000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:54:25.211229000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:54:31.131777000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:54:36.503277000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:54:41.535446000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:54:46.313324000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:54:51.035489000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:54:58.375501000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:55:05.779475000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:55:13.032031999,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:55:17.772779000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 17:55:22.994558000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:55:28.663842000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:55:34.530228000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,27,1,2018-03-26 17:55:40.110558000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:55:45.746684000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:55:53.024975000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:55:57.778893000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:56:02.482376000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 17:56:12.269131000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:56:19.535088000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:56:24.293010000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 17:56:34.074000000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,25,1,2018-03-26 17:56:38.822572000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,25,1,2018-03-26 17:56:43.762414000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,25,1,2018-03-26 17:56:48.483268000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:56:53.224777000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:56:57.944857000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:57:02.698541000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:57:09.969763000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:57:22.264319000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:57:27.034470000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,25,1,2018-03-26 17:57:31.754954000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:57:44.066550000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:57:48.815857000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,25,1,2018-03-26 17:57:53.522140999,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,25,1,2018-03-26 17:57:58.282320000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,25,1,2018-03-26 17:58:02.993599000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:58:12.751245000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,25,1,2018-03-26 17:58:20.072766000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 17:58:54.808136000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,26,1,2018-03-26 17:59:28.388057000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 18:00:01.962080000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:00:06.670603000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:00:11.399202000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:00:16.099018000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:00:23.334029000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:00:28.098922000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:00:35.410770000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:00:40.177564000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:00:46.335157000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:00:56.581321000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:01.351492000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:11.370450000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:16.291116000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:28.922054000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:33.859555000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:38.837765000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:44.151987000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:01:51.595172000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:01:57.220398000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:02.212509000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:06.912189000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:24.259579000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:29.618335000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:35.461208000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:43.365442000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:48.374541000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:54.032610000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:02:59.556383000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,27,1,2018-03-26 18:03:05.008658000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:03:15.307686000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:03:51.408524000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:04:24.982035000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 18:04:58.556719000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 18:05:34.664988000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,25,1,2018-03-26 18:06:08.238699000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',36,26,1,2018-03-26 18:06:41.818026000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 18:07:15.393203000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:07:54.026293000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:08:27.609493000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:09:01.183761000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:09:34.764589000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,26,1,2018-03-26 18:10:13.397240000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:10:52.033626000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:11:25.611329000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:11:59.187297000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',34,26,1,2018-03-26 18:12:32.760792000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:13:06.335165000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:13:42.443350000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:14:21.080332000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:14:54.661544000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',33,26,1,2018-03-26 18:15:28.234405000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',35,25,1,2018-03-26 18:16:01.808253000,pi5
 'gnfuv-temp-exp1-55d487b85b-5ztk8',37,24,1,2018-03-26 18:16:35.396602000,pi5
