Device,Humidity,Temperature,Experiment,time,Pi
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,36,1,2018-03-26 17:25:45.823288000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,36,1,2018-03-26 17:25:54.987157000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,35,1,2018-03-26 17:26:01.659474000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,36,1,2018-03-26 17:26:13.352926000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,35,1,2018-03-26 17:26:22.509769999,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:26:28.748787000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:26:32.301430000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:26:41.470640000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:26:50.640697000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:26:57.310625000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:06.519300000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:10.623626000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:17.262260000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:23.903471000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:30.539835000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:37.182637000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:43.821547000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:27:50.462736000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:28:02.163057000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:28:11.914010000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:28:18.029948000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:28:24.703542000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:28:31.343896000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:28:37.982145000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:28:44.621942000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:28:51.261283000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:28:57.902200000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:12.126750000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:16.863737000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:23.503418999,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:29.741210000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:35.982097000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:49.801344000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:53.340146000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:29:59.980683000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:30:11.677105000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:30:17.903246000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,35,1,2018-03-26 17:30:26.666478000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:30:38.394026000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:30:45.629232000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:30:57.316222000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:00.862054000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:07.501376000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:14.139836000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:23.312980000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:29.950350000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:39.152733000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:43.263496999,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:49.903933000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:31:56.542546000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,35,1,2018-03-26 17:32:03.181501000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',30,36,1,2018-03-26 17:32:09.818761000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,36,1,2018-03-26 17:32:16.461588000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',29,36,1,2018-03-26 17:32:28.157414000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:32:32.862047000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:32:44.553926000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:32:51.179312000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:32:59.950475000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:06.190116000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:12.269902000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:16.381196000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:23.022411000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:29.661263000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:36.301266000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:45.470839000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:54.639290000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:33:58.781432000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:05.422510000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:12.063173000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:18.702972000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:25.343460000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:34.510887000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:41.183526000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:47.822726000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:34:54.461371000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:35:11.210571000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',28,36,1,2018-03-26 17:35:17.902746000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',27,36,1,2018-03-26 17:35:24.142325000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',27,36,1,2018-03-26 17:35:30.382674000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',27,37,1,2018-03-26 17:35:36.622657000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',27,37,1,2018-03-26 17:35:42.861301000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',27,37,1,2018-03-26 17:35:49.102882000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',26,37,1,2018-03-26 17:36:00.396889000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',26,37,1,2018-03-26 17:36:07.101683000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',26,38,1,2018-03-26 17:36:13.742389000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',26,38,1,2018-03-26 17:36:22.910296000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',25,38,1,2018-03-26 17:36:32.109146000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',25,38,1,2018-03-26 17:36:38.782571000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',24,38,1,2018-03-26 17:36:45.421409000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',24,38,1,2018-03-26 17:36:52.063343000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',24,39,1,2018-03-26 17:36:58.702174000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',24,39,1,2018-03-26 17:37:05.341228000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',24,39,1,2018-03-26 17:37:11.982086000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',23,39,1,2018-03-26 17:37:18.621793000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',23,39,1,2018-03-26 17:37:25.261546999,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',23,39,1,2018-03-26 17:37:31.902264000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',22,39,1,2018-03-26 17:37:38.541377000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',22,40,1,2018-03-26 17:37:45.191508000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:37:56.877254000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:01.023570000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:07.662243000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:14.303245000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:20.941293000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:32.641715000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:37.341946000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:43.983188000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:50.221960000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:38:56.462509000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:39:02.704098000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:39:08.942403000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:39:15.182002000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:39:21.423405000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:39:27.661221000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:39:34.299911000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,41,1,2018-03-26 17:39:43.069895000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:39:49.741335000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:39:56.380077000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:40:05.554512000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:40:12.190476000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:40:21.390376000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:40:28.062479000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:40:34.703163000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:40:41.342334000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:40:47.982533000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:40:54.621346000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:41:06.321167000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:41:13.022164000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:41:22.189585000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:41:31.392461000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:41:35.503259000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:41:42.143353000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,40,1,2018-03-26 17:41:48.781281000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,40,1,2018-03-26 17:41:55.421241000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:42:04.589516000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:42:11.271976000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:42:17.902576000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:42:24.541700000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:42:31.182682000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:42:40.349049000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:42:49.117493000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:42:55.789900000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:42:59.342013000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:43:08.509434000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:43:15.182251000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:43:21.821892000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:43:31.004833000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:43:35.106255000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,41,1,2018-03-26 17:43:41.741200000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:43:50.909402000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:44:02.634266000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:44:09.264060000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:44:15.900904000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:44:25.070271000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:44:31.741385000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:44:38.380340000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:44:45.022101000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:44:59.240249000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:45:05.468139000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:45:14.078048000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:45:20.750095000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:45:27.391027000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:45:36.589333000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:45:43.261956000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:45:49.901283000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:45:56.541323000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:46:05.711338000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:46:09.821356000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',17,42,1,2018-03-26 17:46:16.461216000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:46:23.102693000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:46:29.741298000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:46:41.440075000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:46:50.638303000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:46:57.316483000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:47:01.422992000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,40,1,2018-03-26 17:47:08.062480000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,40,1,2018-03-26 17:47:14.702496000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:47:21.342085000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:47:27.981057000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:47:34.621395000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:47:41.262158999,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:47:47.902341000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:47:54.542882000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:48:01.180724000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,39,1,2018-03-26 17:48:07.822668000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:48:16.995139000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',21,40,1,2018-03-26 17:48:23.661346000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:48:30.302641000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:48:39.470786000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:48:46.142472000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,40,1,2018-03-26 17:48:52.782161000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:48:59.422195000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:49:06.062101000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:49:12.702264000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:49:21.871467000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:49:28.542840000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:49:35.183511000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:49:46.875995000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:49:54.109251000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,42,1,2018-03-26 17:50:00.747179000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,41,1,2018-03-26 17:50:09.360946000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',18,41,1,2018-03-26 17:50:16.586443000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:50:20.142506000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:50:26.781423000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:50:35.950276000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',19,41,1,2018-03-26 17:50:42.623828000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:50:49.272203000,pi2
 'gnfuv-temp-exp1-55d487b85b-5g2xh',20,41,1,2018-03-26 17:50:55.902614000,pi2
